P,Q,R,S
0.33692649434197386,0.25996160011690544,0.5581669043724445,0.21944475053251603
0.21057779977294094,0.42674092332525165,0.3165266424858607,0.36894620924025007
0.28950742371194793,0.3776091678124961,0.5736527547486828,0.19342399486250586
0.8198045552911909,0.8456846799595505,0.6700206485059337,0.48745565108663336
0.6243922445892859,0.6840283187404532,0.5706735856306933,0.2774037345846587
0.5417688174560581,0.5012932967490278,0.6187165197020704,0.2633136503567606
0.09628289539848321,0.387273037132557,0.5968893158396021,0.18862654159190725
0.2591389851039349,0.4417470252833433,0.44711473013020964,0.22300103089216455
0.2558380616062738,0.36881227649029036,0.5593579174822276,0.1857097080306084
0.782257872730355,0.6472430967792588,0.6203215170712979,0.34803885176093047
0.5112890212183733,0.5203312351626106,0.3802375644885039,0.24280008456084773
0.8165363073517509,0.710187625631231,0.4624271607613389,0.3119009631359854
0.29760743775018766,0.37832001985978364,0.5489050764175513,0.13968169838732303
0.628003867584818,0.43286368996761654,0.7760677654858812,0.2983521850033593
0.11372455743692622,0.43436439836049534,0.43172157700527747,0.28296220029436103
0.33025302562476716,0.5307559072196069,0.4605623146386618,0.1552618934614316
0.3757469790822186,0.5042099481447446,0.5113744841149142,0.277632924590758
0.3160800868266135,0.5722360341290252,0.3393216679388821,0.3078132618413951
0.8202869328396334,0.714807288378788,0.4807155480764517,0.29887915554089356
0.4737298326377405,0.5083254109154125,0.5798885987699702,0.25654494758902513
0.6698812037505043,0.4402102244333004,0.6043019732600089,0.1769348626881338
0.7558661758134849,0.6045507675385214,0.6328807871733367,0.2736255965539324
0.3153902972539968,0.4423201497636884,0.5281574301324452,0.27405594743292316
0.5449072693767362,0.46648751965447205,0.5064547652926203,0.18647025151565677
0.5643224194549691,0.46642645287342016,0.6271997665766452,0.2704734328182282
0.7445408673663468,0.5337684467914607,0.7715110194772641,0.2588371143234605
0.7113748973359102,0.5958379540271274,0.3885106191974671,0.26693657477799737
0.9111225297063217,0.8069645520118616,0.46629209409142347,0.32820124623385594
0.01492533098711741,0.3007434993781523,0.43067981458784044,0.21818249973829715
0.3949774638597252,0.47926084920058254,0.4330448341495575,0.2211968500008907
0.12909759731055662,0.3153377592445826,0.6547278807250052,0.08249383227505945
0.81071534808966,0.5109094445118049,0.6905045121119956,0.18997360908100974
0.820795001490871,0.5984438216230109,0.7815006914433076,0.2860501590428932
0.5162378866153696,0.5289836498859697,0.5319245380714811,0.18213053944034058
0.8568687819483252,0.7001345735588846,0.7276508802141892,0.4281725143922336
0.9606199757720728,0.7318830799199322,0.4845711965588223,0.34456881447977983
0.4527018669741682,0.28320573531936016,0.8034493801478222,0.2589301483682782
0.1024457510868187,0.22580642420575855,0.6283145269012798,0.15201685670717469
0.35965683361558637,0.48073766769986315,0.5609650913639164,0.19758435779947264
0.5280869819290094,0.5561257375874598,0.5397165603462293,0.28645278796234486
0.16513806591143604,0.4651085194848974,0.4827587071013329,0.24401824894984334
0.9780419472582828,0.691371486396405,0.7573073192811082,0.34693925015455374
0.004168989746184394,0.21823284354521788,0.7018821357851744,0.2029297417905772
0.2961452641240364,0.5224375098526572,0.49708157400638253,0.23027091607422925
0.7473486563271856,0.5992097331397982,0.606405871006913,0.25170854464792936
0.9881002495176133,0.7823169381174131,0.4278097336134995,0.4459777769212183
0.6627694418408195,0.6885977574362008,0.5901902706652198,0.42902313769800765
0.1582852013676167,0.4020619423742994,0.39769840549118,0.27552924168420007
0.3591356921408871,0.5460980262997396,0.4478670644948272,0.2903930864721095
0.9187080116140165,0.6230903030650824,0.6308303577740286,0.24777938358838783
0.36723585052989005,0.3531365531260536,0.652845225779108,0.18361904553092376
0.4181211579594603,0.5223026547069665,0.5528016616698062,0.19568848962942667
0.4257216152153094,0.5246144172067935,0.6076281694896857,0.2551808280238424
0.3643693658461036,0.45310446909565216,0.5475410524280534,0.1766201454418078
0.19385086261307266,0.5726673248551006,0.42327021671754195,0.2972279815732616
0.7358140158664606,0.49864600334642545,0.7562413670410826,0.33505407518786207
0.2527970695809054,0.252097247862051,0.626479561561591,0.18072449164979654
0.05684505975381746,0.2108084970642146,0.6091650332305673,0.2275745135953712
0.4095456153953716,0.5259083071481709,0.37925670585172144,0.2805490140484841
0.05325295615675529,0.2963080972486696,0.5128174594435766,0.03612230849395828
0.4488811619744251,0.47002140651622526,0.4562552365084792,0.16168466001955067
0.07604443728711946,0.222426353913535,0.6971963073908838,0.1449079672108233
0.4371483416178984,0.37956883047856915,0.68081221852674,0.09219851008022756
0.8789294204912749,0.6573850075917647,0.5480161180668012,0.31027048638828547
0.40889959353452604,0.5657585113952421,0.3717646725584557,0.28195060176698244
0.61855341742402,0.7768309669916349,0.44867776442111595,0.31739775878983584
0.2458997684868502,0.4427713700876168,0.6453751094842777,0.17912704289636172
0.8933031122098638,0.631838742495328,0.6271083854116958,0.3112204833041546
0.8071914719574893,0.6593787715231767,0.6074936122571223,0.2596712502406171
0.6568103781946606,0.6604075287457221,0.3101972301748576,0.38358019267228544
0.4523793467149397,0.5035768666074528,0.5170631118895643,0.23396958173506383
0.4250482875990384,0.5326127829668978,0.6280071500943067,0.22714037527968828
0.24547601973962635,0.4671012269174434,0.47040097715581647,0.1257141741968236
0.1762800767327937,0.3750612031199711,0.4545304639006132,0.24139958875544515
0.8306972142751132,0.5671775290024614,0.6328753029201716,0.2689604642651001
0.8284907907606001,0.6203227860824985,0.568337765695691,0.23276290310651598
0.8077724940940435,0.610330360647801,0.7273949407118777,0.2939772234106056
0.6614459706570528,0.5254468682362848,0.5393073364613842,0.22175653838289025
0.547482477889688,0.5553525719711545,0.3740959038554509,0.36365619656395437
0.8379169770195614,0.800645922815632,0.4818574297180464,0.3497342239925836
0.38384766277704874,0.4972777202577704,0.5664826971525783,0.12478364774486483
0.33000679106525566,0.42265872621665046,0.5511522469243983,0.19787169377017713
0.5091277854436144,0.5850243790906211,0.5931418540812753,0.28180059686633546
0.8970865212679516,0.7638443717868275,0.5088724924097847,0.3256661062077823
0.1689920957197829,0.35820040569560274,0.45749034571773084,0.19290622585733788
0.8370479035700394,0.6865956926457134,0.711833897795894,0.33173736853304453
0.4993545894258538,0.4203859048719831,0.6485050222190107,0.17532585734088593
0.46567672977975194,0.47853484480306635,0.4172938704144423,0.3234613219905909
0.9658779248689147,0.8550708092183976,0.5208211546129473,0.4394681738423134
0.8169188304158871,0.6559569714910485,0.49082935306938424,0.24034145921957362
0.996264823705789,0.6305736776258531,0.777522030226338,0.4071662030851549
0.4660501961527034,0.6296998473821509,0.43191100117326287,0.22267476982427312
0.4092275080379179,0.39174207499895264,0.5820433451894315,0.1490566226787257
0.11207832012364656,0.3042369953635468,0.35696119923496705,0.1525079201646091
0.741318737004091,0.6236245513154297,0.7281969492230261,0.3991565440495029
0.021900442950681952,0.294804513285534,0.4643484384522197,0.1130111728835579
0.9499595342006121,0.7838376220223409,0.5500169977686775,0.32581168910934727
0.21047153564340307,0.39943566291394017,0.7317098994332775,0.16668045244366025
0.8748441524732002,0.7171029437806773,0.6141801588158321,0.31779932672101396
0.17499223783141446,0.36036840120184244,0.5815663728553051,0.10876543043652945
0.5150186457097377,0.44463651884908784,0.6056532409222415,0.1988792089798602
0.7509845382070159,0.5948893646010147,0.41045137929584596,0.2693202132806142
0.5787515847954251,0.48481974657576565,0.6061277525564315,0.19977337551305835
0.6627923032829648,0.627188357896861,0.5813898102923409,0.3394867571520824
0.4086735632291909,0.5392527790740405,0.5623258842108448,0.2884630171831537
0.15070618609338587,0.30331975323630933,0.7191578182539021,0.18649945475147434
0.6981146949790887,0.6608479649012993,0.42099107330863195,0.2419499440953994
0.0947359675439426,0.2803757742289721,0.7131970590186225,0.18969478392651393
0.9449384888113749,0.7793034155627205,0.4844001607372014,0.38922590397507334
0.8538134074879196,0.7202225501717229,0.49830303258078285,0.3270449340995193
0.12568586048022137,0.3782484207319249,0.5659835124091538,0.2183186024139621
0.7289697796133703,0.692807479624655,0.5250133229982697,0.2672468980975443
0.445564694766321,0.487805425715826,0.5209143710556609,0.2234731792513992
0.46386342269138137,0.5499838660900467,0.5080995752054633,0.26311091516098806
0.49156536050824584,0.567178070945369,0.3585397379152163,0.3117695257046237
0.07338593393407808,0.22078300165029668,0.8445557609548332,0.269904506229259
0.11204390695602517,0.3084874192775896,0.7456815577571176,0.3060730027563013
0.18220375508788517,0.48916713583235044,0.2401891231176813,0.37897490281641505
0.7088240709819866,0.5420468982599055,0.6509252665038967,0.2920437270036797
0.7658483159279041,0.748971889622267,0.3220995696991813,0.43974854680521586
0.6249805681298117,0.4302829153025265,0.7227559596871965,0.2182399611981911
0.5716975479830737,0.46950245080082675,0.72609349112083,0.20424196969430797
0.3124735354243281,0.3894331712097717,0.6591193812255758,0.22100297279356654
0.5235951965744969,0.5769619385147849,0.4101268911449929,0.24208927293231988
0.8767337223090009,0.5986138767897797,0.6956265538836661,0.32354398130922396
0.24251714362309845,0.3676022498500904,0.5635075945471965,0.17671154463803804
0.10792364069999073,0.2759868803533471,0.451587267054093,0.14757423832020314
0.31280397799098675,0.3891951344809467,0.4629741889427172,0.17969048689711628
0.40075015195235125,0.3195841304222212,0.599786055641375,0.13244072217420894
0.15302291918198802,0.25514423846175893,0.8037517032745336,0.17307624188952173
0.5016511980585345,0.6669623305381869,0.19369735529716586,0.5325657542709709
0.5508587507838817,0.44115117012081667,0.6187557743108082,0.25892246927767487
0.9491247263482169,0.6934404451698108,0.5492781146969216,0.3170876769830049
0.5488032241479925,0.55156692847663,0.47463282536923024,0.2223514703434119
0.49806665869313377,0.5900339874816349,0.40346406633886184,0.2940105502576128
0.6879885512832226,0.44176565979530047,0.7127216574199197,0.28073217209649537
0.4898970043856096,0.3956909456101715,0.6454174746817979,0.14880456478581075
0.6176951725879687,0.571418484006259,0.4876303156369604,0.2692425570031288
0.10728228609735742,0.38895284298358734,0.5144794616118995,0.15183289587341808
0.6966288453186367,0.6996584244134203,0.537346527274455,0.3864945332902284
0.8433708520489782,0.6786965460426568,0.613178660610832,0.26566633608588053
0.49649900470967195,0.5052489204631566,0.5978795932974624,0.14863343524774378
0.7987000005691646,0.6352826773143209,0.5366257613618793,0.2642248177408711
0.6205084835056266,0.48700663387151794,0.6183083875203738,0.2069164719769754
0.3153689760770912,0.45758048149861374,0.4557496177559811,0.1545810429052261
0.9162298183642048,0.866747266270258,0.4391258479391351,0.465656739721888
0.9417094537237897,0.7719765266811083,0.6173434862147648,0.37151257884283456
0.5578517292524996,0.48342136140861525,0.615929721293576,0.2380294267836025
0.37127758624394563,0.41393798626190853,0.5890281783103148,0.2014328965299877
0.4055501261799001,0.34481050863760376,0.6040686511223757,0.16050275043027787
0.8924645290016688,0.750376701170264,0.5967996502521704,0.4240322465754299
0.12420148007051272,0.3979415942411941,0.4932936857084291,0.15167999985006408
0.4098923060799724,0.4088113526485328,0.6946074568598306,0.18663277270556575
0.5191001773357071,0.34441376232659204,0.7983899804507684,0.2658986403743371
0.22482775288550058,0.36060766810088757,0.5810110104980066,0.20469947005121372
0.9216990350206132,0.6745508548904777,0.6361088464458116,0.2613170196944364
0.5853809729290816,0.4519112386948698,0.6855022575503075,0.1863120502086058
0.5551125862623719,0.6610649452460438,0.26165200434485325,0.41176378663391694
0.4691173374852611,0.36528597066222673,0.6836256717219795,0.14707118284641266
0.2771844352637002,0.4872906422290321,0.43087021112556007,0.16892273595681206
0.6522565544494748,0.6202328274177816,0.5856780401358522,0.35640977476130875
0.37190675788270033,0.5132942235117809,0.5150028140380749,0.20783710912022857
0.5600246411411458,0.5143974084674762,0.4932948084889808,0.2610112789827657
0.49641924614349225,0.5340259636373393,0.5516612866177776,0.24312336991518124
0.46146924673523965,0.6359622307949235,0.39690660890301344,0.30912216442592655
0.7785170888487242,0.7838261063109986,0.4459556652630996,0.36614797742137706
0.6706636729409647,0.5340986879997607,0.6699028353270402,0.25891835493578685
0.7016787707640628,0.6607413937626383,0.40024186963037894,0.3846530936670336
0.8588837589854865,0.5400445844881727,0.86651413971367,0.31142161818263486
0.5508457512244542,0.5869835495790587,0.3535941928393196,0.3653165543839315
0.8765724605193965,0.825674003407068,0.47729169171891517,0.3898522447163792
0.8211023604166403,0.8165056501608696,0.6283464033871277,0.39612685386012225
0.8531390465058629,0.672567159838434,0.623667634731177,0.36553699666943434
0.5587164452266179,0.6214738463812148,0.36985061342598413,0.3566655054318229
0.5640994715166067,0.5424309379647105,0.5005804547046817,0.26614231357270635
0.2750742918669099,0.36113361611845013,0.5414070937362115,0.2005405023384065
0.7367769548910793,0.46562939069913534,0.8397640802653136,0.3311760791902704
0.2542195568867402,0.2677111776188065,0.66051396931932,0.18474453306637897
0.3269530202339433,0.4926323453979702,0.5206203375530843,0.20306799562749794
0.8230881266935085,0.7967139482028935,0.38074525839442935,0.43732068572561855
0.7303332938042785,0.4900020340976732,0.8334165548207129,0.30753036524541294
0.5160958502084864,0.5024574765426046,0.463507439672118,0.23085868627410872
0.1888470515247673,0.42963831646568074,0.52359355207612,0.26330515642567814
0.08587426911046152,0.35973139025752243,0.4360124738305605,0.1767443483419009
0.6772886973819369,0.5791704119409339,0.6275492476699158,0.1356289949190272
0.03932325835101591,0.18883185821243328,0.6875635090744542,0.13307917143051362
0.4882199686488265,0.5974817621458559,0.41742415614321404,0.33466217275548704
0.395201499812977,0.44924138675820824,0.4392715850407485,0.24997371398284185
0.8363903053816955,0.5668809565527431,0.741729199666758,0.2988665073423268
0.2590313240807526,0.4943701203304196,0.2978443472288474,0.317370736901341
0.307424922549148,0.4455691576535683,0.6925423858296142,0.23509230232492148
0.47114994771338653,0.558173995136056,0.5390605865222577,0.16658285130044687
0.74540233572014,0.591410710109567,0.5864763443034615,0.25212698545281825
0.8040417651910753,0.7495457411760014,0.6810574513826324,0.4091356267291506
0.557855415114825,0.4409701127355713,0.7316443457911386,0.21341270960976833
0.9529235960351009,0.747967438267318,0.6157038763686594,0.26295122314373215
0.7831392382260021,0.515055535741562,0.8085881292704208,0.2761020095341679
0.36634236608545845,0.49854224213913273,0.5675575108867674,0.2008379611548286
0.4183118727259584,0.4614346302538554,0.5358973083829176,0.20375180232998666
0.6268825492124049,0.5957281646824674,0.5601207186094989,0.19108964619608465
0.4680626453798895,0.5560473971828248,0.45773843293729305,0.25249255785041436
0.1254739093214864,0.36537629403754873,0.5463074719915015,0.20204325558201405
0.8692607125991125,0.7947244616413771,0.5452022319520581,0.3535813170573791
0.7043736536544832,0.6511139416515982,0.42043624132025637,0.26079081703758444
0.13443874093657937,0.45770549313180775,0.47748311335370336,0.23350469661462323
0.7873231767647119,0.6568944620474391,0.5525378607767372,0.35403046879176103
0.007636724251432033,0.26825963884670145,0.4223037372151528,0.16802138290615318
0.9121673273855719,0.9284581509862542,0.4555448027614917,0.5127412151113402
0.7490739683542645,0.7616703369898628,0.3416245728935994,0.39243916172696003
0.842607612876933,0.7985338759534062,0.5402890432465385,0.4095103284923487
0.8725824618181597,0.7531134955736118,0.2562126041105972,0.5078011506908022
0.38599242762196717,0.44786047558775577,0.49107606588578023,0.18849803515860875
0.7264676811460109,0.6576473356836348,0.4449552579272653,0.2711623884979713
0.08740191950478968,0.2623556450053101,0.5947970523453144,0.14973585921508473
0.9428741537286692,0.652210106180318,0.587418963252352,0.36697659949682
0.7307060054129422,0.652869419896281,0.4550603776555685,0.3358154647700105
0.2429208914422866,0.28156560401541353,0.757245520469118,0.28204630952727366
0.6536554769953936,0.598224494030249,0.4714840513640406,0.25780439743399913
0.6215562285606963,0.5246448209056571,0.4867157301588104,0.13030847011006466
0.0212837175736395,0.23415219926881903,0.5898965398817901,0.1469066296889632
0.9217438237022839,0.6936948309936029,0.5934733004619015,0.31018373875924743
0.8775725875111194,0.7349509312630691,0.6660395239522382,0.28952765952171233
0.6868066168615554,0.4266605581685875,0.6380262448880475,0.20969852787853382
0.853544111273437,0.7498574459799505,0.4235421552099756,0.39009819521280925
0.3219966690609804,0.5045690123116201,0.4104572651593093,0.2556231038916444
0.44312333487034544,0.42777778024264745,0.4774928210490975,0.21875133644559838
0.9090376268179254,0.7618335623290322,0.5824014054791612,0.37378171100441276
0.3902540637156593,0.4136196908831581,0.5209992074649704,0.19365565454417635
0.341125316901022,0.3435137916908612,0.7718974410274327,0.16139100682610846
0.8456077420839966,0.5960983909179973,0.6652740181392796,0.19902801100942052
0.28853783630187074,0.40688872560971057,0.5396622600146708,0.1591135343846862
0.21249636221753695,0.35275016793472,0.576937289396375,0.14427836475671388
0.5110638285123443,0.6024271922542672,0.5038896845299169,0.2924017639668982
0.7559345231194747,0.6645149680238658,0.5612001465445755,0.373750986634081
0.24769073112793968,0.39930618752290736,0.4389907669042257,0.1773832321322425
0.4774476730638985,0.4890057345483234,0.5431271542157258,0.14917713916807968
0.44411837893234796,0.4082839540910024,0.5868005321291907,0.14707376378479678
0.5654837100407637,0.5564542704491813,0.4799435552983803,0.23663966002198877
0.7970415774890219,0.6515415408075624,0.5120468586470954,0.20376850702120655
0.2776390192096476,0.41838414306279936,0.4389850428406334,0.25704432803185934
0.7352714076585782,0.8323867421465587,0.4419694280409644,0.4506823495219478
0.963057404459498,0.7760058965995351,0.4362897577997237,0.39580992804660875
0.2441605956907814,0.3456689479752561,0.720500594199188,0.2037474207408511
0.1533579075870459,0.34072231987055707,0.44844993389387183,0.17950537148891926
0.3630566676597881,0.5250110668484935,0.45537451609270563,0.2202927567404002
0.32551533889712864,0.3346768600077965,0.5775540126145255,0.062114524171423206
0.7034194414313593,0.5409528609185206,0.7923722535341737,0.33508732794287177
0.743510428601461,0.6881417050244765,0.5373620838976139,0.29571303987405645
0.708820951868959,0.6553391304708482,0.5589713843351896,0.21527101678683758
0.7815623343397853,0.6750482394263769,0.4905046870779855,0.31536315714283913
0.2866692335244709,0.4368273655938285,0.5502634103926993,0.15881291073208859
0.6197807777074896,0.47799497969689647,0.7959403733061928,0.2767015443690928
0.2812004500452135,0.6222678228053884,0.30514867479292684,0.3657027388734635
0.6827403676003099,0.6025974993048672,0.593730127984786,0.2755791502738299
0.733774665187338,0.589142263956521,0.6202964765957293,0.24086611126034976
0.856629899064373,0.6832514628529016,0.6964737199231344,0.33364310694652094
0.5963371966993197,0.49585560239071547,0.6918234455402539,0.1828007933691611
0.199978137991146,0.3664991869053558,0.5389805729067246,0.14408248463644527
0.08719298628069941,0.11583690953543564,0.6815971493637052,0.10012327326421044
0.6575697124273212,0.6107207825416467,0.4507146194075346,0.25614940347513176
0.5771740360556827,0.4930481192341853,0.714138634828984,0.22315266069943307
0.9484339048293645,0.5936752759836306,0.7474030404844827,0.286013846049972
0.23811610787371684,0.5620713384502108,0.3968423634953194,0.35337082243769474
0.1107686760830248,0.2391577582973217,0.5320692750941817,0.11494102480602626
0.8901365531367703,0.8321208719303068,0.5046482842851102,0.3936730371956525
0.41150594320549594,0.5120948803484848,0.5081061349986776,0.2000786847473583
0.32749953597763226,0.5349336683734565,0.3743323879629394,0.23350062626508303
0.4855911732931834,0.5694901253128235,0.7431237756374263,0.32248241638352326
0.20990115508744006,0.3844699548434977,0.6762532946365788,0.17817029065547693
0.41260584872811623,0.3212690658063351,0.8715054839623397,0.38611277505994324
0.921724704650747,0.7486905573936453,0.5632346735077918,0.2985769832121748
0.7098329413628897,0.46577125816683435,0.7297115059962578,0.27796761296428335
0.05967866422567221,0.1924479284859205,0.46631799955813014,0.07813459381395871
0.4750498470659201,0.45603586532395085,0.49022863502570135,0.18774245624956507
0.1173065973055571,0.47657564894934745,0.5786247523815398,0.24204924046362697
0.669133888153962,0.6916002010733041,0.4159153696628519,0.31253684062510356
0.7689259556584201,0.7529630293696239,0.42367545696102354,0.32174955314401754
0.652762784787824,0.6336633259821578,0.5426853651996527,0.3418663838277413
0.6773277731455349,0.5760456859029958,0.6581933960392872,0.25073723038050294
0.07281280510624177,0.19971608561373444,0.6555725168664451,0.1665596226226508
0.5576141881733764,0.5049294925118288,0.7744067297055743,0.2348613862455596
0.134001010740005,0.23393071680346214,0.6918788498705017,0.14759565894159546
0.973637242792569,0.7440699950478331,0.7173622765173633,0.35187293970713734
0.8901572230292882,0.7754509912099163,0.502903281534863,0.380149667777947
0.31122292713305494,0.2649047832819398,0.6459054199375243,0.19817564290300674
0.5261886855087677,0.5832909790778501,0.7408012223600668,0.3328543672560039
0.9755269136914875,0.7258316787477666,0.5934888944594644,0.27582689422476336
0.887463323645774,0.6883438267926401,0.6498179430864651,0.30989683167715293
0.7275678471412255,0.634599895453405,0.5135723486096173,0.3131668663052244
0.7644136917849838,0.6027109212872517,0.6870006966594044,0.23847684082816228
0.90569847204348,0.6245991548106944,0.5909946354216029,0.3349054251245907
0.721509903371884,0.736905907544698,0.4293217333668894,0.3887463220837282
0.13755929861548927,0.3395787468925818,0.682950475227378,0.1624544663750427
0.24885622911332772,0.32399937202939305,0.614747655773111,0.18692398822301234
0.6022198920313165,0.6388371998745908,0.5887616428691173,0.26221405727853114
0.545462774899677,0.6031958838854177,0.260203665653127,0.3940926848381794
0.2136435370117123,0.2927181226874129,0.6437872932197108,0.16141344361158894
0.5279237849883843,0.6318267957624923,0.5012140268123113,0.3302761774750007
0.14669138285238065,0.3606837167695054,0.43723267220304435,0.13730846934218238
0.11587858666149088,0.26795207595862447,0.7621959361701436,0.21942886739580936
0.4848013979695606,0.5238065483045918,0.6129742051282225,0.2556719575944559
0.43808137418082155,0.5875707881907373,0.5403479695756593,0.30154222321506563
0.6363499122961319,0.5689072008433511,0.5529790070143437,0.3013286811295028
0.6890104812457828,0.549047193347602,0.5415568076582118,0.2504465431467861
0.22909421899522064,0.29827145894782137,0.6239950725997961,0.19987366929938136
0.497650995865777,0.5918132849189348,0.3832810322221919,0.3033882479016132
0.38019373938890777,0.39947498186084673,0.586376119058823,0.2133757697748559
0.663652456426906,0.5857387923565343,0.6127489312300245,0.30147015011501194
0.8845318593419641,0.6677713693696334,0.6005864155914661,0.36612204278186183
0.6115824082321596,0.43598807908112236,0.7175135977687825,0.16892447668831706
0.9900054553382385,0.8272776200309357,0.5916942596160051,0.33705217726410025
0.8087990213920907,0.7370344965990481,0.49192440293524486,0.3435634428301001
0.9509413517603431,0.6811234616887667,0.7004888105874194,0.3177836325413443
0.6398558124111366,0.5961196858734417,0.6269092385613111,0.2680025848397944
0.5469251225567282,0.4449052158523039,0.6562489734690731,0.1662119552964078
0.4033988946019753,0.3700131978606045,0.6918427709653558,0.29651183329917324
0.48190146038281617,0.546850524777862,0.4550671140261691,0.3185690315898751
0.8702872709601116,0.5822877108426736,0.5869414415276365,0.17575954922290704
0.9502893375079308,0.7657410003404075,0.5758727241955445,0.37111387968934095
0.41845986110947114,0.5137664299962634,0.4816916420703597,0.27226598672865104
0.8211537712244337,0.7939591403715158,0.5341876585460352,0.3350377502076951
