A,T,S,L,B,E,X,D
0.5425814081610868,0.5545906391453547,0.7946620628607324,0.9124003323202275,0.5365512136819828,0.7647027113102848,0.9663030315303093,1.0
0.9540039367681913,0.960959810747909,0.8096011103000241,0.651430238639698,0.6307180385663892,0.9000719379920717,0.5312217266897824,1.0
0.681703149623338,0.5419231370730312,0.15453069735368916,0.9662693547698928,0.5450643633347731,0.5590925678063887,0.9177822895031269,1.0
0.7441285511325012,0.5015004870151605,0.9024818405193004,0.5920571999955293,0.41219890200630166,0.911213731801139,0.5722187735512791,0.0
0.6383403414116999,0.7797298117362651,0.2780883588268512,0.8645226026699265,0.39748272678385876,0.5126425433498417,0.020608324337924762,0.0
0.7334372646017339,0.7264823557197089,0.8426704728450185,0.7965466029378022,0.39607815952525594,0.7921028318267448,0.6920888099349939,0.0
0.7015021038857334,0.7657179461791214,0.2801754797183759,0.9030639371107558,0.24175521301459657,0.5134961833812931,0.9447979596114252,0.0
0.7147413622905417,0.942509065579224,0.30866509094459255,0.290939960335334,0.049071559317510505,0.36427621147336275,0.07219677502336769,0.0
0.6760981864388644,0.950044100407193,0.812137054891055,0.6836368187497704,0.39280124112258474,0.9619748732884985,0.6107816545124101,0.0
0.5643548308195938,0.6921359163476998,0.16602415669509316,0.4156574254698947,0.5227665925926491,0.18711096255014123,0.45484152268203076,0.0
0.7885536215871857,0.5387999416751821,0.5392416278110549,0.6129515721276249,0.9470497800390921,0.7694481801753512,0.9420056810878786,1.0
0.9710068393965825,0.876923117384263,0.8058330799161638,0.961077675205963,0.03597103420232962,0.9472413895999697,0.6906226365849419,0.0
0.5317930356056914,0.5110907703760529,0.2923977482703702,0.5372082953068605,0.22309779684137224,0.706086209041551,0.617078076869359,0.0
0.6621520666589359,0.9881022754586086,0.5704253743241388,0.7342187007205172,0.7025657836785799,0.769403709981855,0.9190710875803753,1.0
0.5862863860622977,0.6222695550230504,0.9969589100058833,0.5848141256639837,0.5819178748552364,0.49894161264798553,0.8601128950478071,1.0
0.9878285126600187,0.6016233122422394,0.44319896879940773,0.5550212213024227,0.6595569709068693,0.5887051518237797,0.6506131536411854,1.0
0.6738905583672458,0.557176431454232,0.8670125874227352,0.6005521460285308,0.6037372870144233,0.9181237981422937,0.81339268689542,1.0
0.9812329275411643,0.7361807120108784,0.32404427150652015,0.3571063510570253,0.8502905764615851,0.047909678548055154,0.07190624796444117,0.0
0.7152409770974328,0.7407663051466015,0.5397702389503601,0.5651478946129282,0.6528062698144385,0.992276916041043,0.937943213796757,0.0
0.8231718916337853,0.895278001758414,0.5701060018418588,0.8783448863838796,0.26451575270418587,0.834818442580442,0.8217794676964831,1.0
0.8149036866531563,0.5628771418173771,0.22457876299816018,0.8117040850281759,0.015886135760899207,0.7897449097566277,0.8808941480267265,0.0
0.5650777105200059,0.9832933591467048,0.037641464489788924,0.8138116665098016,0.38798239835163,0.6112737225216842,0.9834634930582602,0.0
0.5569559784355949,0.9603946849727809,0.13327147053659655,0.870966412840992,0.41037042143802066,0.9622073801312455,0.7916769135753644,0.0
0.9741268869443755,0.3484444533301292,0.6782094402206121,0.8158426714428881,0.806313320803728,0.15059439526398516,0.4480392701490761,1.0
0.8537432366229493,0.8540938205514091,0.05998434760606444,0.5824859316193087,0.23071236814871646,0.6348398662796952,0.9482003157102343,0.0
0.8802767323837484,0.979409028950498,0.629919080405357,0.923923770453172,0.7559147061633912,0.8473028625027741,0.9774480064464041,1.0
0.7502041078717137,0.9191734988247299,0.9515671747687512,0.8832755642857577,0.19070764473119925,0.7821691329787777,0.6887358671339248,1.0
0.6617873314432149,0.5348037228106822,0.6671309265858649,0.8511442098075703,0.6389044118474835,0.6627617414127642,0.8490432792164014,0.0
0.5137213664763282,0.617540450456801,0.8351661614989179,0.6947794016746484,0.7496853489495369,0.7432797399024035,0.791118901546327,0.0
0.9129629625397695,0.5605898601840488,0.07531104783057002,0.6341795630499137,0.8733664890734886,0.7070006422792972,0.538085379776006,1.0
0.8262326572660692,0.9066828300218686,0.7550507747308547,0.5179388391049788,0.76713506777995,0.7160694695317473,0.6237526214550133,1.0
0.8035028693734736,0.9337759101400434,0.0885937919498801,0.2779698231258918,0.557825198304481,0.23887282950642463,0.06962318129581672,0.0
0.8787726839479783,0.5806216093177926,0.8195377214140475,0.973053267450836,0.32751222260578067,0.9758109991733807,0.9145912827075938,1.0
0.592299796958095,0.5621055072980624,0.3804099059964458,0.6143305121570721,0.9454825328403567,0.8624074540598154,0.8796347410131956,1.0
0.5792753858416746,0.7970259774008523,0.5453529036504029,0.6913795929230317,0.9936649326612313,0.8821721856549605,0.6551719121006206,0.0
0.9846519587200976,0.5142003738298542,0.8910168812998395,0.6771684050967277,0.3800091804188235,0.7549388752974099,0.7570988752639277,1.0
0.7376029862495834,0.8039170312382058,0.2629647271645549,0.8713565790876432,0.4277953956595067,0.9703213077278009,0.9881480375703932,0.0
0.8187121378138935,0.6205805305828505,0.8698209962529913,0.5555251790484661,0.7670430109353197,0.8848587552195246,0.7481273263227282,1.0
0.762139999483335,0.7523034729568123,0.2519464158854141,0.6892006600775652,0.5637132862662299,0.9918945700804546,0.5131734275685084,1.0
0.644664783152503,0.8510829840571273,0.9727083966684605,0.9357263621119608,0.8318180629334279,0.5254246221362437,0.8867790734152918,1.0
0.8720218190339973,0.9772980472788896,0.7785159381937483,0.7289057298320225,0.8459279882223187,0.9391334825564335,0.8178551497537303,1.0
0.7159599320778265,0.03968442063924107,0.7474182747422977,0.7381045065811586,0.6621821642240953,0.030232590802433252,0.08853950265200491,0.0
0.6891775113497602,0.5019958195709526,0.4130513788950775,0.6724131702150605,0.045401111070811476,0.6013636658405137,0.9357444148815052,0.0
0.6958177150264483,0.506467594897834,0.42201793024552026,0.7045009839497093,0.8534484837960332,0.5306468604096322,0.9234750282190874,1.0
0.8500438509021074,0.5093018324145422,0.42696220208618973,0.8972190058871446,0.2474316741588774,0.9789270504805486,0.8985266092193999,0.0
0.5667326818839727,0.7043627782165159,0.6414517992171612,0.6810576474346546,0.2367692531509689,0.961612865507593,0.7618379966066549,0.0
0.5146966441628456,0.8183628887742226,0.44637353263027624,0.6725036163411912,0.5453074332583595,0.8655878890289661,0.7673584470038336,1.0
0.7252041096345118,0.6925143876286503,0.20350866345660326,0.7006019205412882,0.25735373296599384,0.8438488862730954,0.8729972366799228,1.0
0.9351619044464852,0.737324683129998,0.4060307109759384,0.6490521773842424,0.3242492189042934,0.9485905785069587,0.9618762631182688,1.0
0.6562109888444944,0.6384505977934821,0.2393624228667067,0.7554924925664838,0.4667898900453852,0.9046975333099134,0.9159033705219964,0.0
0.9808458141712514,0.6144045355911402,0.44476484044063774,0.7113136515110404,0.20362216472023023,0.7551208239220469,0.6203922350220332,1.0
0.5598515181322506,0.903474326704112,0.6425588449311493,0.9216089890795008,0.8939558297386297,0.7848494260377298,0.9601320579254042,1.0
0.8138590535636524,0.5950172883988478,0.3093644488738915,0.5994843931605713,0.33246730031385224,0.6843300517625942,0.5865999918430791,1.0
0.9152968479602533,0.9901323025838396,0.9959775368857839,0.7261381368033262,0.893609660172841,0.94926064208496,0.5813468799195559,1.0
0.5538680369634577,0.8743807394832336,0.8094952943873193,0.25449339731449944,0.8818084505059699,0.3981820874459207,0.04483020525080768,1.0
0.858733553655096,0.8872434315289105,0.8945419678585407,0.8248237827798846,0.6460497094893064,0.5769130913194818,0.9791743099990319,1.0
0.6121789418469852,0.7046847111081902,0.8522262134616586,0.9725010637463908,0.7280021025581165,0.9955932351483433,0.9896813960088019,1.0
0.6468241830398156,0.9300153285246823,0.28334982389284963,0.7179570914018489,0.5678594019842537,0.9903385754738745,0.5876741719056755,1.0
0.844366578647197,0.9195428772411104,0.4986321087171919,0.5568834966602187,0.22693683196837053,0.5282327613609621,0.6975863047323516,1.0
0.992587007343883,0.9391958811537365,0.5389366387862905,0.8906758880593625,0.04654133592997204,0.6369444214245528,0.5111018984377368,1.0
0.8000930430804128,0.9672862261665404,0.11526904816157992,0.8823753694488199,0.28288401290496945,0.7312300478308755,0.9669516845503008,0.0
0.5319525159435512,0.621445836640047,0.9900933754907996,0.6110457592279641,0.9768080123475494,0.6990204615446788,0.9023656335480971,1.0
0.5026374513464364,0.9428235516476476,0.1317950526849511,0.9335822045762575,0.11806233294717754,0.73000514701123,0.9741513071043836,0.0
0.6362782472427833,0.6276057209700381,0.42523112752767067,0.63248141826884,0.4329913833505272,0.7840926965608355,0.7517618784136875,1.0
0.5333876345809558,0.5605062260569977,0.2101352910252722,0.642598971067293,0.6731342244135871,0.8404660073319213,0.9913934940968593,1.0
0.9938702203989405,0.8228719625318225,0.10526627926173578,0.9942183525332162,0.5042226316216549,0.6507975404695532,0.8147434842337193,1.0
0.881351473902293,0.8023232347659075,0.1577554862835186,0.7746826474992365,0.6245163592091839,0.9869902623787503,0.5243393124411722,1.0
0.8296342373001598,0.7121112482551686,0.8319109951626832,0.82320478355681,0.1705912560277724,0.6952455905019738,0.6975258195976175,0.0
0.814544456898958,0.5995925713824065,0.9759426243530192,0.7169097928648044,0.9582060386985808,0.5446364808357643,0.89352468510767,1.0
0.8792159029124538,0.8701441333100794,0.34778900723285006,0.8641697133906294,0.5782813065578228,0.6346239475582574,0.4617656433035721,1.0
0.6521226294537966,0.7680830240380055,0.43613805244917403,0.9161535312450523,0.4674271310992378,0.6909822821685173,0.8441069136529908,0.0
0.9121085282693643,0.7891251572969341,0.467751032774787,0.9956737013262141,0.3376410971633535,0.6488140426356614,0.9626621656600275,0.0
0.8052253490940309,0.8908676552371713,0.6904609958222659,0.9349403151875499,0.16004516894124385,0.7975119691791938,0.8709874069443428,1.0
0.5204115961343349,0.7166407850100178,0.5620238788543542,0.8520758769245832,0.5606259648485051,0.7065291484150972,0.6080435163892317,1.0
0.6446150878970887,0.9879426844074475,0.4197191831915352,0.6291491759879465,0.3870277905751992,0.8365352994407774,0.7443315547389677,0.0
0.645167302580078,0.5390148918410986,0.1050281647275746,0.7941641995149221,0.6636748448318692,0.5436395918028353,0.9547586352822718,1.0
0.9503053866874251,0.8169787502982817,0.5263852941401,0.7830609768486181,0.8046817163769965,0.8958729243967615,0.5648908197239236,1.0
0.6689387369959148,0.9861166572089074,0.575377840126738,0.7086593759457332,0.6328401845306839,0.959803088872851,0.8640665151722083,1.0
0.9682692342808928,0.8385420469427662,0.7993447048062632,0.5134707665214,0.8129820004786223,0.908450599885652,0.7400485909793642,1.0
0.948441351053252,0.5638478030766814,0.5656331126819246,0.8049266211451169,0.3004982627233336,0.5587803732363946,0.6953951516339042,0.0
0.6594738376344437,0.9794290952923062,0.9038671339411067,0.6023257089683508,0.8852348231347926,0.8269214463577385,0.6016057672773699,1.0
0.3835557005844199,0.6841882157548065,0.56074174483861,0.8798566963163076,0.8981482369064029,0.5735021917785901,0.787154027518343,1.0
0.6007913098159005,0.5310190317268945,0.31592900899138776,0.923065732596013,0.01634005319607673,0.8247673794504021,0.7624530950079402,0.0
0.788080882759475,0.579302454161471,0.32809131507877326,0.8765561218202811,0.12286190752390136,0.6751807139365907,0.9363356704946527,1.0
0.5573772875554478,0.7840714664433268,0.4296796011276036,0.5949312904994937,0.9884116584040994,0.810093830096837,0.712099204008776,1.0
0.9844628316624525,0.5725415132825528,0.24531001198006275,0.7861258717228454,0.513031234580989,0.6647217450187892,0.8038533633835153,1.0
0.8790422741970405,0.7779210350105309,0.7117186569732097,0.8423222752213948,0.7340199756937451,0.5288038122021679,0.8946676329568747,1.0
0.8937894590040469,0.7817736035218531,0.6947631007113293,0.828646158109878,0.38682055514753383,0.9692442394024513,0.8892379204233869,0.0
0.7384506065473408,0.8475283727112009,0.4115525248637208,0.6055727697549947,0.7483987272787734,0.8624930433249518,0.7015097688931491,1.0
0.5417145229716172,0.7205678676113327,0.5390094424636845,0.8081171431610087,0.5811980841761685,0.9890575602997134,0.8493722036239914,1.0
0.8943931354748023,0.7104193559462665,0.20025913279974897,0.7352007997131624,0.00020319078885771636,0.881322522903672,0.552620263642249,0.0
0.665522397582193,0.9098509091558337,0.6181166929463011,0.9174964487061296,0.735679254246568,0.8119539623852272,0.952115941558956,1.0
0.5293554785462568,0.9048530817035694,0.2130176064779096,0.6800905384471444,0.21391049315866748,0.7320369465299855,0.8888603468597264,0.0
0.8462735091425283,0.5006080363739146,0.22556280729273917,0.9073520165592593,0.40606095402709724,0.6623563985086189,0.7172240571650366,0.0
0.8774220923457228,0.8930973356306201,0.2359857541527809,0.5760769472305028,0.19872035341709207,0.9582422601311589,0.5826291697516573,1.0
0.8508627295590792,0.8762548108844258,0.17550524518794997,0.6607838747030524,0.006750148071740148,0.9678822638803699,0.8466052497347681,0.0
0.6013467413962709,0.9025571855845921,0.46093102012821446,0.8157045988697535,0.46874660511796284,0.9034199510861544,0.1365999322336099,0.0
0.7635048390829333,0.6568826345899355,0.36825290113851317,0.6688743964807419,0.9025958108632589,0.8566127957022841,0.8102451436070127,1.0
0.5506029815166977,0.9734220725396482,0.6028932914679979,0.756339713459805,0.04495180845478861,0.9968894275859739,0.8940436821914056,0.0
0.7018164467731971,0.5557031871649534,0.8944368574467713,0.5031555920808969,0.8948866518813556,0.8775530909710769,0.8696205526096714,1.0
0.574671844426113,0.5094943964353885,0.6222873504628046,0.7671450684394723,0.9447070530459379,0.9169937909803392,0.6272399691749541,1.0
0.9294632251830234,0.7818579997990603,0.45341658666822066,0.6378406756503457,0.6664151073730925,0.9121755760274735,0.6086010851186149,1.0
0.916133033704304,0.6706985961082375,0.2827490427265255,0.5997947994269842,0.4769079584325173,0.536297042362347,0.8893239563902001,0.0
0.9503017381776788,0.6099735279327158,0.04960000744409771,0.8703102624332876,0.5848907999201485,0.5186217291580356,0.7243788699398971,1.0
0.8921277109805451,0.5805201116836303,0.24528841723709807,0.5984220805914267,0.5889227495707353,0.9063918403452016,0.8122947720134904,1.0
0.8513591997174473,0.8613872094025053,0.019307212345767287,0.6741045061333681,0.14988772012435994,0.7728029772806435,0.8744612454568437,0.0
0.8713650072066973,0.53437962282645,0.12864077952332897,0.6178556533391536,0.2862502679085386,0.5431350784436194,0.5102842503020802,0.0
0.9998761965415164,0.6547792998920678,0.0495483993122442,0.6836874100354456,0.895495623522762,0.6639119624995773,0.7699522362009361,0.0
0.6845986630657168,0.5631967988537314,0.999344469237145,0.8158718939477889,0.451237504385183,0.8819876925517859,0.8491622903117306,0.0
0.9604328319557593,0.8944361250197024,0.3210939992240281,0.9144875220205501,0.3170055041313,0.5033329712397262,0.8200602960432958,0.0
0.7117691398611641,0.6864898808615607,0.42299730987051887,0.7025911322360607,0.11134838392923145,0.8035627721111912,0.8557330941771497,0.0
0.688856036646241,0.5139655013314369,0.4068529171121165,0.7329856038201482,0.23294745997814678,0.7664676733556378,0.7868444555753242,0.0
0.8455313044142152,0.58137342344611,0.5715264664131787,0.6094545765904809,0.7351488352957711,0.6299592656535756,0.7677053408548014,1.0
0.8445769457137268,0.7537827888509441,0.009550794500751364,0.8723404952895668,0.32705885214114394,0.5025351862073357,0.9446515147620915,1.0
0.9664532364121616,0.7966477409291539,0.8688866350242413,0.521937104171376,0.3827237591207722,0.7555166095259733,0.04617259651254649,0.0
0.8301283796368597,0.9496252368760628,0.42428850013385133,0.825420369102437,0.7533054474787585,0.4991637685820005,0.5529248136989972,1.0
0.800792398244233,0.808234500777945,0.9316650957711257,0.963021384256099,0.7164332550104299,0.9157663801973128,0.7407731612160185,1.0
0.5308854258084111,0.7129668045039306,0.8756760917535067,0.8708780538425789,0.6677402140217328,0.7808921341654302,0.5427949252745583,1.0
0.5107293875224338,0.5985152305170601,0.6260070523022908,0.9831723396426296,0.8065466086125461,0.5148941474050509,0.8211581429186895,1.0
0.8677541911903824,0.9493541771595418,0.13515049492542372,0.6450190397166861,0.5849558136035269,0.6055705172986366,0.6871171889034954,1.0
0.6384610375550893,0.9377971130617723,0.7577680238481304,0.812784989271905,0.77118199063454,0.9994157494440861,0.6626227630684526,1.0
0.7945169139791329,0.5097465673960118,0.025406216293411454,0.7769293632877299,0.4087308624382366,0.5730974093875333,0.5374139348961586,0.0
0.5185411778298232,0.5537362279183584,0.19546110351261287,0.8185322629246088,0.5585656698858117,0.9735339953487508,0.5912084872589027,1.0
0.9962256211292266,0.7383338416678622,0.5251021786963419,0.5988685253155698,0.9590329334578435,0.8154124592761915,0.9227845459200456,1.0
0.5053075673215527,0.755914128149275,0.08667304825399438,0.7614232948273099,0.41707221565749425,0.7263366681323219,0.7553032402895146,0.0
0.596032638632928,0.8905194122047546,0.4724378671402825,0.6875002125616563,0.26905378463423957,0.6470088885756474,0.8934020101016203,1.0
0.7788346607366375,0.8215723618191204,0.823523675115189,0.964642969909455,0.7626015602937061,0.8326583562543873,0.9449627415627684,1.0
0.6725721492940132,0.8870620220924085,0.5441651639263584,0.6712252452597969,0.713223216564949,0.60810021430701,0.9597144545707904,1.0
0.9192839876856645,0.7924366220629161,0.8031297485511519,0.9928317781708094,0.32966719032991343,0.5459270062543813,0.7245959095380835,1.0
0.7770486655485639,0.7054295234969826,0.046606395181744434,0.5634702477606397,0.11274485458817461,0.7746314855365038,0.9568517141446136,0.0
0.6911887867905346,0.5097563884081266,0.6207475058335755,0.5936438836278316,0.9917594388476175,0.7619339536066424,0.6741664472823496,1.0
0.7498632281953207,0.8274254222580236,0.11626957132005446,0.7142686208351515,0.051902749021484035,0.7053849212221189,0.7681735749656393,0.0
0.5252960291190553,0.9092739887854708,0.18335635571399045,0.6446770492787484,0.44961524512089396,0.6985828581625647,0.9726270684498867,1.0
0.6080412140766428,0.2383140715619844,0.1930748186383208,0.705057913365391,0.34614853689210245,0.28092883317082423,0.159109864171895,0.0
0.9647167861095126,0.8850016693604115,0.022189161807086837,0.5017078421847044,0.8180932057802979,0.9082066852758959,0.649410360363338,1.0
0.8433997863223475,0.9293129101123497,0.22814282140894138,0.9358855969888591,0.7030511325520206,0.5350375440157725,0.711447961078137,1.0
0.970977134115897,0.7711328747275465,0.17668907013458907,0.5250408649060827,0.44665418757914804,0.70988528958864,0.909573525911491,0.0
0.7829989942630533,0.6858632149055118,0.25250077398643267,0.008035204110376469,0.03174413015009984,0.33640946485592893,0.49597062841670814,0.0
0.8240200034441435,0.8330257775688953,0.22933059667069083,0.897714341393183,0.49005723214757674,0.5939326779355758,0.5652434368573969,0.0
0.5956167147655407,0.6261630226060914,0.9299645454388802,0.5527521464324961,0.8212324458807384,0.9023315372861569,0.6744950741721554,0.0
0.8702362444191065,0.9307233877938416,0.1619816035475219,0.9732110705798762,0.3272532423100582,0.7292203307823572,0.9270479219645595,0.0
0.5629418477793573,0.8921953159732172,0.10292781776920325,0.823397533039775,0.7777738044914212,0.6311256029059583,0.5514232186549958,1.0
0.8205604021027254,0.6387147279714237,0.4837443615823656,0.6133916562437689,0.05592534182297204,0.5540957014556688,0.017438463230063983,0.0
0.706796266405391,0.7715414024166783,0.16320452164875776,0.6314014723184361,0.4767327723922474,0.9893522328320302,0.6063375339880842,1.0
0.5564789785266164,0.776612736409616,0.8448730980322736,0.5122858297771024,0.5486161671104245,0.8299698006404646,0.6829522239936815,0.0
0.8799804617222815,0.7831563925360167,0.6411713426469711,0.5034364747562344,0.4859570719144491,0.6976560022888366,0.6391076912791216,0.0
0.602666057689884,0.6034357614931094,0.951805749649658,0.5049996241903939,0.6153174747629818,0.9330964496919805,0.7231649926025987,1.0
0.5940239529005561,0.6416154436262801,0.8707772503836464,0.8615784753314422,0.5991219306588567,0.8996883690189466,0.5073743433955826,1.0
0.6349082762328981,0.5097631333111099,0.3182795392220592,0.5265001872640105,0.056300910506871686,0.6840819927220713,0.6168234698164331,0.0
0.9963271812172542,0.532002773786528,0.3286131734721186,0.8628364911109246,0.947365390327573,0.7898328444817015,0.44071971012153593,0.0
0.6034554103636749,0.992524945390151,0.013246613298075567,0.7133720393154153,0.8608645822676195,0.962779395808886,0.9840316033340301,1.0
0.5833923837786029,0.80339674678416,0.9887197266909868,0.6663184755381546,0.17531538285597778,0.9910845414505092,0.5836318115856676,0.0
0.9277507788171468,0.9288743974717277,0.5582487903288058,0.892957873074819,0.9013085883249251,0.9085550943645985,0.9323057341029413,1.0
0.9355768137798278,0.7708879750572231,0.5603376359686356,0.9084428419426928,0.5670568905174135,0.9049026664385681,0.8641391347628549,1.0
0.5049134810964941,0.8097611910671076,0.3184348180905005,0.5273381096390447,0.12537645105943487,0.7406897974581772,0.5858911493335385,1.0
0.6982333127786126,0.5367934689968441,0.20275095674656443,0.5795212344328178,0.2578612889578844,0.7058141649843716,0.8501574556582324,0.0
0.8621588730761504,0.9707685248255482,0.734771929945472,0.7915115291350083,0.8013984220374583,0.8704615494157444,0.6974174102812442,1.0
0.9985252219680789,0.9189559201315115,0.4034602511164637,0.8280018400408267,0.1083643310672854,0.8034867490870502,0.9575748183481536,0.0
0.7287330798660233,0.5716429820942304,0.870684853766242,0.9464051449397205,0.6265303788838216,0.7537451601946372,0.9857594020607913,1.0
0.8222267402395478,0.7182301217973946,0.8401598909141337,0.7476921333183739,0.9798765739178776,0.9297961580679344,0.7291974546350701,1.0
0.7908638521049943,0.732994281011989,0.8499449324398084,0.8294204061818181,0.5084556712897064,0.7848910779612425,0.966600618816247,1.0
0.5162118190827042,0.9049832728018107,0.7368093228282306,0.5213434271016635,0.7620654904631297,0.5557740070161771,0.028939346841531256,1.0
0.5575647491025093,0.8713251517063093,0.19212740499944497,0.8116477490744456,0.2051558695555905,0.6297528057024263,0.5274130014919765,0.0
0.6521635519502608,0.835928808417513,0.9909574749825307,0.925713107291538,0.22875717497898576,0.6762319714282485,0.5472524108569328,0.0
0.7838948368019599,0.7621378021355163,0.9036982794563496,0.559971005964844,0.6877919161195727,0.9381619214578006,0.8765179683154461,1.0
